,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,floors_10,floors_15,floors_20,floors_25,floors_30,floors_35,view_0,view_10,view_20,view_30,view_40,condition_10,condition_20,condition_30,condition_40,condition_50,yr_built_encoded,yr_renovated_encoded,zipcode_freq_encoded,date_10,date_20,date_30,date_40,date_50,date_60,date_70,date_80,date_90,date_100,date_110,date_120
11736,303000.0,3,2.75,1850,8820,0,8,1850.0,0,47.1928,-122.01,1850,8651,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,93,0,234,0,0,0,0,0,0,1,0,0,0,0,0
13756,86500.0,3,1.0,840,9480,0,6,840.0,0,47.3277,-122.341,840,9420,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,60,0,499,0,0,0,0,0,0,1,0,0,0,0,0
14295,783500.0,3,2.5,2850,7130,0,10,1990.0,860,47.603,-122.289,2280,6459,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,80,0,290,0,0,0,0,1,0,0,0,0,0,0,0
19474,492650.0,4,1.75,2120,9786,0,8,1640.0,480,47.7753,-122.365,2310,8787,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67,0,255,0,0,0,0,0,1,0,0,0,0,0,0
13198,680000.0,2,1.0,1020,8442,0,7,920.0,100,47.5145,-122.391,2550,10323,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41,0,263,0,0,0,1,0,0,0,0,0,0,0,0
17087,1070000.0,6,3.25,3560,21400,0,9,3560.0,0,47.7602,-122.372,3560,24338,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,52,0,255,0,0,1,0,0,0,0,0,0,0,0,0
8786,287000.0,2,1.5,720,4346,0,6,720.0,0,47.5225,-122.351,790,4346,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,42,0,335,0,0,0,0,0,0,0,0,0,0,0,1
13222,243800.0,3,1.0,1140,27760,0,6,1140.0,0,47.5372,-121.972,1690,87300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,81,0,412,0,0,0,0,0,1,0,0,0,0,0,0
6020,294000.0,4,2.5,2040,7800,0,7,2040.0,0,47.473,-122.293,1860,10954,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,103,0,269,0,0,0,0,0,0,0,1,0,0,0,0
1030,900000.0,4,2.0,1190,8190,0,7,1190.0,0,47.6908,-122.397,1190,1567,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,45,0,553,0,0,0,0,0,0,0,0,0,1,0,0
21319,452000.0,3,2.75,2300,5090,0,8,1700.0,600,47.545,-122.36,1530,9100,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,107,0,335,0,0,0,0,0,0,0,0,1,0,0,0
8465,324950.0,3,1.0,1210,7440,0,7,1210.0,0,47.7402,-122.323,1120,7440,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,49,0,446,0,0,0,0,0,1,0,0,0,0,0,0
3927,635000.0,3,2.5,1530,2978,0,7,1210.0,320,47.6796,-122.39,1640,5100,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,97,0,553,0,0,0,0,0,0,1,0,0,0,0,0
5779,265000.0,4,2.0,1600,10160,0,7,1600.0,0,47.2015,-122.003,1540,9352,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,72,0,234,0,0,1,0,0,0,0,0,0,0,0,0
18305,276500.0,4,2.25,2380,128937,0,7,2380.0,0,47.4253,-122.043,1030,114998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,60,0,590,0,0,0,0,1,0,0,0,0,0,0,0
8732,382888.0,1,1.0,620,2380,0,6,620.0,0,47.6746,-122.326,980,3570,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,583,0,0,1,0,0,0,0,0,0,0,0,0
5564,258000.0,3,2.0,1390,7200,0,7,1390.0,0,47.434,-122.154,1630,7340,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,96,0,455,0,0,0,0,0,0,1,0,0,0,0,0
18981,203700.0,3,2.0,1660,7958,0,7,1130.0,530,47.3187,-122.171,1550,7647,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,83,0,351,0,0,1,0,0,0,0,0,0,0,0,0
1362,700000.0,3,2.25,2330,11424,0,8,2330.0,0,47.6386,-122.11,2050,11448,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,84,0,574,0,0,0,1,0,0,0,0,0,0,0,0
5952,376000.0,3,2.0,1540,1827,0,8,1540.0,0,47.5479,-121.999,1560,2058,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,105,0,321,0,0,0,0,0,0,0,0,0,0,0,1
9145,487500.0,2,1.0,1190,5000,0,7,1190.0,0,47.5717,-122.382,1600,5000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,330,0,0,0,1,0,0,0,0,0,0,0,0
20043,545000.0,5,4.0,1680,7268,0,8,1370.0,310,47.5571,-122.356,2040,8259,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,108,0,335,0,0,0,1,0,0,0,0,0,0,0,0
4907,475000.0,4,2.5,3150,5757,0,9,3150.0,0,47.4568,-122.117,3100,5757,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,455,0,0,0,0,0,0,0,0,1,0,0,0
6658,554000.0,5,2.5,3440,12900,0,8,1720.0,1720,47.4426,-122.342,2100,10751,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,58,0,254,0,0,0,0,0,0,0,0,0,0,1,0
2343,459000.0,5,2.5,2650,12987,0,7,1350.0,1300,47.7482,-122.244,2160,12726,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,79,0,283,0,0,0,0,0,0,0,1,0,0,0,0
15512,1800000.0,5,3.75,4320,39094,1,8,4320.0,0,47.7519,-122.276,1920,7750,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,38,0,446,0,0,0,0,0,0,0,0,0,0,0,1
11339,442500.0,2,2.25,1510,7280,0,7,1510.0,0,47.6264,-122.058,1510,8120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,87,0,441,0,0,0,0,0,0,0,1,0,0,0,0
10521,389100.0,2,1.0,840,5400,0,7,840.0,0,47.5489,-122.271,1340,5400,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,48,0,508,0,0,0,0,0,0,0,0,1,0,0,0
530,270500.0,3,2.5,1780,7848,0,7,1320.0,460,47.3608,-122.056,1680,7848,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,78,0,590,0,0,0,1,0,0,0,0,0,0,0,0
2371,482000.0,3,1.75,2600,105587,0,7,1300.0,1300,47.4464,-122.497,1941,208438,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,80,0,118,0,0,0,0,0,0,0,0,1,0,0,0
8289,431750.0,2,2.0,1400,10052,0,8,1400.0,0,47.7262,-122.316,1400,8785,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57,0,410,0,0,0,0,0,0,0,0,0,0,1,0
11451,647000.0,4,2.5,2390,5800,0,9,2390.0,0,47.5965,-122.038,2590,6507,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,100,0,359,0,0,1,0,0,0,0,0,0,0,0,0
2633,530000.0,3,2.25,1680,7262,0,7,1180.0,500,47.713,-122.225,1910,7405,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,73,0,545,0,0,1,0,0,0,0,0,0,0,0,0
12779,690000.0,4,2.5,2670,13463,0,9,2670.0,0,47.5627,-122.018,2560,10982,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,89,0,321,0,0,0,0,1,0,0,0,0,0,0,0
15669,570000.0,2,2.0,1140,690,0,8,760.0,380,47.6205,-122.3,1480,1171,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,269,0,1,0,0,0,0,0,0,0,0,0,0
13425,1169000.0,5,2.5,2810,6000,0,9,2810.0,0,47.6367,-122.35,2240,4800,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,0,109,0,0,0,0,0,0,0,0,0,1,0,0
16825,2500000.0,4,4.5,4300,19844,0,11,4300.0,0,47.6218,-122.237,3070,19845,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,85,99,50,0,0,0,0,0,0,0,0,0,1,0,0
305,725000.0,3,1.75,1920,3300,0,8,960.0,960,47.6239,-122.298,1740,4000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,269,0,1,0,0,0,0,0,0,0,0,0,0
4164,420250.0,3,2.0,1510,3657,0,8,1510.0,0,47.7225,-122.029,1510,3657,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,107,0,405,0,0,0,1,0,0,0,0,0,0,0,0
12840,718000.0,3,2.5,2070,7200,0,8,2070.0,0,47.6946,-122.211,1650,8877,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,432,0,0,0,0,0,0,0,0,1,0,0,0
4538,195000.0,2,1.0,720,18000,0,6,720.0,0,47.5054,-122.261,1250,7925,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,0,262,0,0,0,0,1,0,0,0,0,0,0,0
21328,999000.0,4,2.5,3130,10849,0,10,3130.0,0,47.6828,-122.186,2470,9131,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,113,0,432,0,0,0,0,0,0,1,0,0,0,0,0
12716,455000.0,3,1.75,1700,8360,0,7,850.0,850,47.5766,-122.147,1520,8360,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55,0,498,0,0,0,0,0,0,0,0,0,1,0,0
14202,280000.0,3,2.5,1580,7000,0,8,1580.0,0,47.3659,-122.17,2110,7062,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,92,0,256,0,0,0,0,0,0,1,0,0,0,0,0
467,325000.0,4,2.5,1850,7324,0,8,1850.0,0,47.3701,-122.107,2100,7329,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,97,0,548,0,0,0,0,0,0,0,0,0,1,0,0
20094,740000.0,4,2.5,3050,8000,0,9,3050.0,0,47.7465,-122.231,1910,8000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,107,0,283,0,0,0,0,0,0,1,0,0,0,0,0
4211,1285000.0,4,2.5,3240,10800,0,10,2260.0,980,47.6709,-122.262,3490,10800,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46,0,229,0,0,0,0,1,0,0,0,0,0,0,0
19029,700000.0,4,3.25,2780,7875,0,9,2780.0,0,47.7294,-122.352,1000,7500,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,494,0,0,0,0,1,0,0,0,0,0,0,0
13742,325000.0,3,2.5,2260,8120,0,8,2260.0,0,47.2924,-122.357,2250,7784,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,499,0,1,0,0,0,0,0,0,0,0,0,0
5125,540000.0,3,2.25,2100,20018,0,8,1470.0,630,47.4544,-122.366,2410,17196,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48,0,254,0,0,0,0,0,0,0,0,1,0,0,0
17462,474800.0,2,3.25,1400,1243,0,8,1400.0,0,47.6534,-122.353,1400,1335,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,100,0,601,0,0,0,0,1,0,0,0,0,0,0,0
19581,340768.0,3,1.5,1510,11200,0,8,1510.0,0,47.3347,-122.325,2110,12070,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,60,0,280,0,0,0,0,0,0,0,0,0,0,0,1
12025,756450.0,4,2.0,3210,8400,0,7,2040.0,1170,47.5322,-122.391,2540,6458,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,263,0,0,0,0,0,0,0,0,0,0,0,1
12142,744000.0,4,2.5,3140,7260,0,8,2200.0,940,47.5664,-122.124,2860,8186,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,498,0,0,0,0,0,0,0,1,0,0,0,0
16371,230000.0,3,1.0,1380,10112,0,7,940.0,440,47.3196,-122.351,1240,10112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,63,0,499,0,0,1,0,0,0,0,0,0,0,0,0
18546,235000.0,3,1.75,1950,8712,0,7,1950.0,0,47.4391,-122.189,1820,11520,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,60,0,268,0,0,0,0,0,1,0,0,0,0,0,0
10861,405000.0,2,2.5,1790,5400,0,8,1790.0,0,47.6606,-122.128,1700,5760,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,79,0,574,0,0,0,0,0,0,0,0,1,0,0,0
13715,830000.0,5,3.5,2880,3750,0,8,2270.0,610,47.5905,-122.292,2060,4000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,101,0,343,0,0,0,1,0,0,0,0,0,0,0,0
12515,760250.0,5,2.75,2540,8250,0,7,1440.0,1100,47.5875,-122.24,2540,11000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,53,0,282,0,0,0,0,0,0,0,0,0,1,0,0
2322,450000.0,3,1.5,1770,17208,0,8,1160.0,610,47.5659,-122.117,2450,17118,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59,0,498,0,0,0,0,1,0,0,0,0,0,0,0
18688,625000.0,4,1.75,2410,6770,0,7,1220.0,1190,47.6946,-122.336,1440,6770,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,0,601,0,0,0,0,0,0,0,0,0,0,0,1
2021,340000.0,4,2.5,2380,7850,0,8,2380.0,0,47.4356,-122.201,1940,7334,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,95,0,268,0,0,0,0,0,0,0,0,0,0,0,1
10539,1700000.0,4,3.5,4070,336283,0,11,4070.0,0,47.478,-122.038,3020,44613,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,412,0,0,1,0,0,0,0,0,0,0,0,0
569,405000.0,2,0.75,1160,15029,0,6,870.0,290,47.6929,-121.87,1870,25346,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37,0,124,0,0,0,0,0,0,0,0,0,0,0,1
14669,935000.0,4,3.25,4110,15488,0,11,4110.0,0,47.5493,-122.117,4190,14973,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,95,0,498,0,0,0,0,0,0,0,0,0,1,0,0
16034,782500.0,3,2.5,3750,7821,0,9,3750.0,0,47.6325,-122.064,3210,8405,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,441,0,0,0,1,0,0,0,0,0,0,0,0
19972,430236.0,4,3.25,3444,5166,0,8,2714.0,730,47.2966,-122.348,2848,5182,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,114,0,499,0,0,1,0,0,0,0,0,0,0,0,0
4488,306500.0,2,1.75,1310,10200,0,6,1310.0,0,47.5231,-121.82,1500,7200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,47,0,310,0,0,0,1,0,0,0,0,0,0,0,0
1947,930000.0,4,3.0,2900,10400,0,8,1530.0,1370,47.5854,-122.114,2820,10400,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59,0,283,0,0,0,0,0,0,1,0,0,0,0,0
15428,319000.0,4,3.25,2360,8344,0,8,2360.0,0,47.4403,-122.126,1860,8410,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,455,0,0,1,0,0,0,0,0,0,0,0,0
7489,765000.0,4,2.5,2910,15016,0,10,2910.0,0,47.69,-122.097,2870,13992,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,574,0,0,0,0,0,0,0,0,0,0,0,1
11817,250000.0,3,2.25,1620,10850,0,7,1620.0,0,47.4437,-122.194,1910,10568,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,66,0,268,0,0,0,0,0,0,0,0,0,0,1,0
18178,369300.0,3,1.5,1480,21320,0,7,1480.0,0,47.5234,-122.043,1850,17825,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,67,0,412,0,1,0,0,0,0,0,0,0,0,0,0
5809,258000.0,3,1.75,1040,5650,0,6,1040.0,0,47.5111,-122.256,1290,5650,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51,0,262,0,0,0,0,0,0,0,0,0,0,0,1
2572,439950.0,3,1.75,1720,223377,0,7,1240.0,480,47.7329,-121.92,2530,221442,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,0,190,0,1,0,0,0,0,0,0,0,0,0,0
8916,740000.0,3,1.75,1380,4590,0,7,930.0,450,47.6841,-122.293,1320,4692,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,50,0,583,0,0,1,0,0,0,0,0,0,0,0,0
9962,525000.0,3,1.0,2000,22500,0,7,1680.0,320,47.711,-122.308,2000,10000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39,0,410,0,0,0,0,0,0,0,0,0,0,1,0
10905,245000.0,3,2.0,1700,8448,0,7,1700.0,0,47.2077,-122.011,1350,8587,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,96,0,234,0,0,0,0,0,0,0,0,0,1,0,0
15979,500000.0,2,2.0,1250,3360,0,7,1250.0,0,47.6526,-122.349,1250,3360,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57,0,601,0,0,0,0,0,0,1,0,0,0,0,0
6265,538888.0,5,2.75,2080,13189,0,8,2080.0,0,47.6288,-122.031,2030,11847,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,87,0,441,0,0,0,0,1,0,0,0,0,0,0,0
18034,585000.0,4,2.5,2840,11044,0,8,2840.0,0,47.7134,-122.237,1934,9605,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,545,0,0,0,0,0,1,0,0,0,0,0,0
2308,1185000.0,4,2.75,2850,3000,0,9,2530.0,320,47.6406,-122.304,2083,4500,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,103,0,269,0,0,0,0,1,0,0,0,0,0,0,0
11360,198400.0,3,1.0,1040,8645,0,7,1040.0,0,47.3631,-122.116,1290,8645,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62,0,548,0,0,0,0,0,0,0,0,0,1,0,0
10127,456000.0,4,1.0,1700,7689,0,7,1080.0,620,47.6955,-122.116,1700,7333,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77,0,574,0,0,0,0,0,0,0,0,1,0,0,0
19153,567000.0,4,1.75,2630,11213,0,8,1430.0,1200,47.7158,-122.366,2240,15186,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,48,0,255,0,0,0,0,0,0,0,0,0,0,1,0
7764,407450.0,4,1.5,2310,68824,0,7,2310.0,0,47.3354,-122.031,2020,39900,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,68,0,100,0,0,0,0,0,1,0,0,0,0,0,0
3285,315000.0,1,1.0,580,7200,0,6,580.0,0,47.5249,-122.373,1360,7560,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,100,0,354,0,0,0,0,0,0,0,0,0,1,0,0
20477,355000.0,3,2.0,1220,1186,0,8,1220.0,0,47.6972,-122.341,1280,1251,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,107,0,601,0,0,0,0,1,0,0,0,0,0,0,0
1140,625000.0,4,2.0,2020,6867,0,8,1010.0,1010,47.7,-122.292,1250,6842,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42,0,583,0,0,0,0,0,0,0,0,0,1,0,0
19928,1595000.0,4,4.25,4645,7757,0,10,3855.0,790,47.6248,-122.29,2150,6970,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,106,0,269,0,0,0,1,0,0,0,0,0,0,0,0
19810,710000.0,3,2.5,2440,4153,0,9,2440.0,0,47.665,-122.087,2030,4143,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,103,0,574,0,0,0,0,0,1,0,0,0,0,0,0
9244,931088.0,4,2.5,3510,17400,0,9,1930.0,1580,47.5963,-122.171,2730,12120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,57,0,168,0,0,0,0,1,0,0,0,0,0,0,0
16289,295500.0,3,1.75,1330,10523,0,7,1000.0,330,47.4605,-122.206,1320,8775,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,81,0,268,0,0,0,0,0,0,1,0,0,0,0,0
14983,585000.0,3,2.5,2290,5089,0,9,2290.0,0,47.5443,-122.172,2290,7984,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,498,0,0,0,1,0,0,0,0,0,0,0,0
7805,435000.0,3,2.5,1730,4065,0,8,1730.0,0,47.5668,-122.005,1730,4094,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,96,0,321,0,0,0,0,0,0,0,0,1,0,0,0
7516,645000.0,3,2.5,2120,196995,0,9,2120.0,0,47.4089,-122.459,1304,92423,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,97,0,118,0,0,1,0,0,0,0,0,0,0,0,0
13653,825000.0,4,1.0,1820,4000,0,8,1820.0,0,47.6259,-122.321,2050,4000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,23,0,105,0,0,0,0,0,0,0,0,1,0,0,0
10904,110700.0,2,1.0,680,8064,0,6,680.0,0,47.469,-122.298,1340,10800,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,41,0,136,0,0,0,0,1,0,0,0,0,0,0,0
160,255000.0,5,2.25,2060,8632,0,7,1030.0,1030,47.4877,-122.335,1010,11680,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,62,0,288,0,0,0,0,1,0,0,0,0,0,0,0
10304,601000.0,4,3.5,2160,3600,0,8,1660.0,500,47.6103,-122.297,1230,3840,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,98,0,290,0,0,0,0,0,0,0,1,0,0,0,0
21138,398500.0,4,2.5,2820,6666,0,9,2820.0,0,47.3473,-122.031,1880,7200,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,107,0,590,0,0,0,0,0,0,0,0,0,0,0,1
2062,462000.0,5,2.0,1380,4300,0,7,1380.0,0,47.6647,-122.337,1830,3800,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,0,601,0,0,0,1,0,0,0,0,0,0,0,0
883,720000.0,3,1.75,2040,4000,0,7,1360.0,680,47.6675,-122.289,1610,4000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,24,0,229,0,0,0,0,0,0,0,0,1,0,0,0
18542,580000.0,5,2.0,2700,10875,0,7,1540.0,1160,47.6163,-122.138,2040,7464,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62,0,140,0,0,0,0,0,1,0,0,0,0,0,0
15765,525000.0,5,3.25,3960,321908,0,9,2690.0,1270,47.3984,-122.055,2360,96703,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,89,0,590,0,0,0,0,0,0,0,0,0,0,1,0
4961,525000.0,4,2.5,3070,7200,0,8,3070.0,0,47.4899,-122.138,2590,7200,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,105,0,468,0,0,0,0,1,0,0,0,0,0,0,0
7052,920000.0,3,1.75,3670,11884,0,9,1950.0,1720,47.5604,-122.133,3020,9747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,79,0,498,0,0,0,0,0,0,0,0,0,1,0,0
4885,250000.0,4,2.0,1850,7560,0,7,1540.0,310,47.3666,-122.277,1620,7658,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,78,0,125,0,0,0,0,0,1,0,0,0,0,0,0
19269,555000.0,4,1.75,2320,4800,0,7,2170.0,150,47.6893,-122.365,1390,4800,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,0,553,0,0,1,0,0,0,0,0,0,0,0,0
9878,264500.0,3,1.75,1650,16200,0,7,1650.0,0,47.3926,-122.168,1650,8680,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,76,0,274,1,0,0,0,0,0,0,0,0,0,0,0
6764,198000.0,3,1.0,860,5185,0,6,860.0,0,47.3634,-122.086,1120,5494,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,68,0,548,0,0,0,1,0,0,0,0,0,0,0,0
6617,829900.0,4,3.5,3840,4000,0,8,2640.0,1200,47.6642,-122.291,1620,4000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,101,0,229,0,1,0,0,0,0,0,0,0,0,0,0
10036,560000.0,4,2.5,2520,11240,0,8,1440.0,1080,47.6748,-122.144,2360,10345,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77,0,574,0,0,0,0,0,0,0,0,0,1,0,0
4804,353000.0,3,2.0,1678,13862,0,7,1678.0,0,47.3744,-122.19,1550,11753,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,94,0,256,0,0,0,0,1,0,0,0,0,0,0,0
13639,469900.0,3,2.5,2270,4399,0,7,2270.0,0,47.5415,-121.884,2060,4399,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,107,0,310,0,0,0,1,0,0,0,0,0,0,0,0
6301,248000.0,3,1.0,1180,6947,0,7,1180.0,0,47.4233,-122.177,1760,8657,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,68,0,274,0,1,0,0,0,0,0,0,0,0,0,0
13506,850000.0,4,2.5,2900,9972,0,9,2900.0,0,47.5536,-122.121,2901,8567,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,93,0,498,0,0,0,0,0,0,0,0,1,0,0,0
14498,635000.0,2,2.5,2470,8840,0,8,1780.0,690,47.5693,-122.301,1940,8840,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,101,0,186,0,0,0,0,0,0,0,0,1,0,0,0
6507,941000.0,4,1.75,2320,3825,0,8,1820.0,500,47.6659,-122.327,1940,3825,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26,0,229,0,0,0,0,0,1,0,0,0,0,0,0
8602,600000.0,2,2.5,2510,14878,0,10,2510.0,0,47.7525,-122.205,3080,13594,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,90,0,195,0,0,0,0,0,0,1,0,0,0,0,0
17348,160000.0,2,1.0,1040,13100,0,6,1040.0,0,47.3877,-122.234,910,5080,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,125,0,0,0,0,1,0,0,0,0,0,0,0
9519,1350000.0,5,3.0,5530,38816,0,10,5530.0,0,47.7352,-122.116,3800,44417,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,69,94,273,0,0,0,1,0,0,0,0,0,0,0,0
7751,725000.0,4,2.25,3440,14237,0,9,3440.0,0,47.7241,-122.065,3250,18365,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,82,0,198,0,0,0,0,0,0,0,0,0,1,0,0
2060,272500.0,3,2.0,1540,6250,0,7,1540.0,0,47.3539,-122.025,2070,6250,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,98,0,590,0,0,0,0,0,0,1,0,0,0,0,0
17551,965000.0,4,2.25,3160,34560,0,10,3160.0,0,47.7337,-122.132,3530,38045,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,81,0,273,0,0,0,0,0,1,0,0,0,0,0,0
15137,220000.0,2,1.0,1060,10423,0,7,1060.0,0,47.705,-122.313,2240,10200,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,65,0,410,0,0,0,1,0,0,0,0,0,0,0,0
